applicant_ref,income,loan_amount,tenure_months,employment_type,credit_history_months,existing_emi,dti_ratio,credit_utilization,num_delinquencies_24m,age_band,defaulted
app_002745,33500.0,7816.43,48,salaried,157,752.06,0.3324,0.426,1,46-55,0
app_002746,29616.29,31463.31,48,self_employed,88,431.55,0.4617,0.54,0,26-35,0
app_002747,25161.66,22571.47,60,salaried,24,148.67,0.2647,0.2818,0,26-35,0
app_002748,39086.12,9218.92,36,salaried,97,602.0,0.2697,0.1664,0,36-45,0
app_002749,27153.88,17464.21,36,salaried,72,400.62,0.4086,0.346,0,18-25,0
app_002750,29808.95,16824.71,36,contract,88,159.94,0.2676,0.1029,0,26-35,0
app_002751,42325.02,10620.35,60,salaried,118,1191.1,0.3919,0.3202,2,46-55,0
app_002752,25156.08,18635.05,84,salaried,193,314.07,0.2641,0.2735,1,56-65,0
app_002753,34258.5,16055.78,24,contract,0,477.79,0.4204,0.2983,1,18-25,0
app_002754,25462.28,28081.57,36,salaried,143,355.45,0.5646,0.0644,0,56-65,0
app_002755,18711.78,21000.91,24,salaried,76,309.92,0.8048,0.499,1,46-55,0
app_002756,55272.8,11827.43,24,salaried,166,571.4,0.2396,0.8642,1,56-65,0
app_002757,92900.74,11639.43,60,salaried,152,2140.48,0.3035,0.506,0,46-55,0
app_002758,65219.55,21211.68,120,salaried,104,1603.87,0.3302,0.5079,1,46-55,0
app_002759,43583.93,5555.02,48,salaried,94,0.0,0.0344,0.2364,0,36-45,0
app_002760,25518.51,8303.05,48,salaried,108,271.26,0.2154,0.4409,0,46-55,0
app_002761,31014.02,14613.27,84,salaried,151,676.0,0.3343,0.2574,0,56-65,0
app_002762,64949.26,15078.16,84,self_employed,0,1059.44,0.2316,0.256,0,18-25,0
app_002763,10354.56,29560.82,36,salaried,98,36.11,1.0696,0.4441,0,26-35,0
app_002764,29738.77,6984.41,24,salaried,4,274.9,0.2377,0.1448,0,18-25,0
app_002765,54380.65,12485.07,36,salaried,197,1365.3,0.3839,0.4543,0,65+,0
app_002766,19417.81,16246.02,60,salaried,81,0.0,0.1807,0.423,1,36-45,0
app_002767,45837.76,13445.91,60,salaried,142,621.18,0.226,0.6888,1,46-55,0
app_002768,44682.81,10426.66,48,unemployed,244,523.02,0.2035,0.4815,0,56-65,0
app_002769,16319.52,11142.73,24,salaried,289,150.99,0.4797,0.1515,1,65+,0
app_002770,38094.99,18989.02,60,contract,54,375.78,0.226,0.3999,0,26-35,0
app_002771,25858.77,13858.28,48,salaried,146,458.93,0.3577,0.7127,1,46-55,0
app_002772,45654.35,13010.46,36,salaried,198,834.96,0.3221,0.5315,0,56-65,0
app_002773,52490.31,8047.32,84,self_employed,63,796.49,0.2057,0.4482,0,18-25,0
app_002774,45225.5,64358.02,24,salaried,152,800.09,0.9807,0.121,1,46-55,0
app_002775,37794.76,17812.42,36,self_employed,94,429.01,0.3059,0.3561,0,26-35,0
app_002776,42568.9,42033.1,36,salaried,145,1023.36,0.644,0.2344,1,46-55,0
app_002777,19018.44,13787.61,84,contract,78,352.07,0.334,0.1995,0,36-45,0
app_002778,35706.45,17555.34,84,self_employed,94,276.78,0.1689,0.5763,0,26-35,0
app_002779,23433.79,22138.03,60,contract,65,391.12,0.4043,0.3265,0,26-35,0
app_002780,64045.32,15173.17,36,salaried,35,1360.2,0.3401,0.3567,0,18-25,0
app_002781,52880.03,17547.37,24,salaried,0,754.08,0.3503,0.4051,1,18-25,0
app_002782,52797.59,18810.67,84,self_employed,74,237.84,0.109,0.2317,1,36-45,0
app_002783,93192.3,14334.3,12,salaried,50,0.0,0.1661,0.1896,0,26-35,1
app_002784,30288.17,15367.92,12,self_employed,77,543.46,0.7633,0.5288,2,26-35,1
app_002785,26850.67,30353.37,36,salaried,187,93.14,0.4486,0.2433,0,46-55,0
app_002786,29897.15,9118.68,48,self_employed,156,166.87,0.1493,0.6203,1,46-55,0
app_002787,15044.53,46481.83,48,self_employed,92,88.02,0.9044,0.5472,2,36-45,1
app_002788,15709.63,23175.86,48,salaried,139,68.56,0.4507,0.4296,0,56-65,0
app_002789,51103.42,13742.12,48,contract,98,494.86,0.1888,0.288,0,26-35,0
app_002790,16859.56,28189.0,48,contract,179,222.12,0.6095,0.6388,0,56-65,1
app_002791,20106.49,27103.05,36,salaried,0,128.59,0.562,0.5788,0,18-25,0
app_002792,34339.59,19946.47,36,salaried,164,183.11,0.2731,0.198,0,46-55,0
app_002793,28948.53,15392.17,36,unemployed,216,274.36,0.3051,0.6493,2,65+,1
app_002794,59107.25,6179.67,12,self_employed,105,626.36,0.2401,0.2062,1,56-65,0
app_002795,37543.43,10820.53,36,contract,116,553.68,0.2807,0.1916,1,36-45,0
app_002796,23408.21,17163.53,24,self_employed,100,335.38,0.5679,0.3145,0,36-45,0
app_002797,61969.53,22049.5,84,salaried,22,138.97,0.0818,0.3104,0,26-35,0
app_002798,54221.63,17208.97,48,salaried,194,1064.85,0.3214,0.2156,0,46-55,0
app_002799,16713.28,21152.65,36,salaried,146,17.69,0.4683,0.1617,1,46-55,0
app_002800,41720.45,14235.91,48,unemployed,191,607.19,0.2668,0.1627,0,65+,0
app_002801,24506.85,24245.43,60,contract,74,278.47,0.35,0.4732,0,36-45,0
app_002802,24154.1,60568.41,84,contract,19,640.31,0.705,0.5319,1,18-25,1
app_002803,101542.54,18250.12,60,contract,92,881.34,0.143,0.7196,2,36-45,0
app_002804,38884.43,15321.81,36,contract,42,500.82,0.2964,0.5365,0,18-25,0
app_002805,32220.36,16456.66,36,self_employed,54,421.88,0.341,0.0887,0,26-35,0
app_002806,38052.54,26920.88,120,self_employed,49,665.55,0.2863,0.5573,2,26-35,0
app_002807,58737.41,16156.69,24,self_employed,138,1312.06,0.4166,0.4542,0,46-55,0
app_002808,24689.11,26666.07,120,salaried,48,363.46,0.2933,0.2176,0,26-35,0
app_002809,27120.16,28704.83,84,contract,58,861.2,0.5444,0.5232,1,26-35,0
app_002810,52112.98,48351.83,48,salaried,66,539.77,0.3748,0.3871,0,18-25,0
app_002811,15771.91,21831.24,48,unemployed,154,354.98,0.6438,0.592,0,56-65,1
app_002812,62625.29,17667.02,24,salaried,128,907.16,0.3262,0.5414,0,46-55,0
app_002813,15020.2,20452.99,84,self_employed,1,205.36,0.3742,0.4779,1,18-25,1
app_002814,31723.98,16578.14,48,salaried,57,76.47,0.17,0.4928,1,18-25,0
app_002815,15072.72,18555.22,12,salaried,45,262.19,1.5383,0.1888,2,36-45,1
app_002816,20313.92,37921.66,36,self_employed,35,216.17,0.7997,0.1367,0,26-35,0
app_002817,74140.47,12536.02,48,salaried,117,910.32,0.193,0.7438,1,36-45,0
app_002818,64502.02,7577.38,48,salaried,91,799.07,0.1804,0.692,1,36-45,0
app_002819,68406.78,18015.29,36,salaried,194,1165.42,0.2992,0.772,0,56-65,0
app_002820,16367.56,18635.39,48,salaried,54,364.46,0.5746,0.4874,1,26-35,0
app_002821,20372.05,30108.22,36,unemployed,111,222.75,0.6633,0.3352,0,46-55,0
app_002822,43779.89,15153.61,84,contract,20,427.63,0.1706,0.0963,0,18-25,0
app_002823,53821.3,12664.06,24,contract,165,783.55,0.3018,0.5331,1,65+,0
app_002824,23394.76,11487.84,36,unemployed,179,87.59,0.2217,0.2265,0,65+,0
app_002825,26412.52,11385.27,84,salaried,159,140.95,0.1305,0.318,0,46-55,0
app_002826,19491.99,10022.85,36,unemployed,88,328.65,0.3874,0.5805,0,36-45,0
app_002827,90403.2,8058.67,48,unemployed,59,702.5,0.1173,0.4387,1,26-35,0
app_002828,27966.83,5000.0,48,self_employed,135,534.87,0.2778,0.237,0,46-55,0
app_002829,36945.93,27042.46,60,salaried,84,430.25,0.2978,0.355,0,46-55,0
app_002830,38025.21,18579.42,36,contract,13,364.81,0.291,0.6596,1,26-35,1
app_002831,66708.74,58167.25,24,salaried,107,1467.66,0.7349,0.1928,1,36-45,0
app_002832,21507.21,6805.72,60,salaried,83,150.66,0.1524,0.1937,0,36-45,0
app_002833,69047.05,53220.62,60,salaried,161,863.74,0.3166,0.3972,0,56-65,0
app_002834,17974.4,14990.73,84,salaried,150,129.86,0.2154,0.0773,0,46-55,0
app_002835,68950.64,6331.9,36,salaried,103,853.79,0.1817,0.1517,0,46-55,0
app_002836,14137.49,5000.0,36,contract,114,252.15,0.3413,0.2351,2,46-55,0
app_002837,34286.07,11901.61,12,salaried,49,472.19,0.5402,0.2424,0,26-35,0
app_002838,88786.55,28207.45,12,salaried,70,1080.57,0.4892,0.4134,2,26-35,0
app_002839,53289.3,19238.76,36,self_employed,13,607.66,0.2668,0.2074,1,18-25,0
app_002840,45783.69,13134.53,60,salaried,113,674.15,0.2387,0.5623,1,46-55,0
app_002841,20401.66,32325.26,24,contract,146,331.1,1.0503,0.7182,0,36-45,0
app_002842,24242.42,17587.83,24,contract,97,390.38,0.585,0.2117,1,36-45,0
app_002843,76070.64,6341.54,36,self_employed,79,1060.83,0.1974,0.4224,1,26-35,0
app_002844,47088.62,35459.45,60,self_employed,5,359.4,0.2542,0.5787,0,26-35,0
app_002845,59256.87,8755.82,24,contract,57,673.43,0.2162,0.0713,0,36-45,0
app_002846,37819.74,8629.05,48,salaried,77,333.48,0.1674,0.4085,0,26-35,0
app_002847,31102.63,14336.91,36,contract,16,487.42,0.354,0.5053,0,18-25,0
app_002848,55362.84,19977.57,36,salaried,120,571.08,0.2537,0.5398,0,46-55,0
app_002849,41883.37,11103.46,120,salaried,31,441.59,0.1552,0.6442,1,26-35,1
app_002850,33074.64,5678.97,84,unemployed,89,810.54,0.3206,0.0978,0,26-35,0
app_002851,16685.51,11351.52,24,self_employed,115,195.87,0.5082,0.2783,0,36-45,0
app_002852,61368.35,29594.14,36,salaried,130,0.0,0.1736,0.3674,0,46-55,0
app_002853,46259.15,16295.23,36,salaried,67,1218.38,0.4429,0.4179,2,26-35,0
app_002854,26018.31,31921.33,48,self_employed,122,324.95,0.4811,0.3781,0,46-55,0
app_002855,69465.74,22288.35,36,unemployed,147,686.94,0.2342,0.2293,1,56-65,0
app_002856,41526.91,11736.07,24,unemployed,116,409.37,0.2709,0.3762,1,46-55,0
app_002857,41976.67,10607.6,48,self_employed,118,407.68,0.1848,0.1991,0,36-45,0
app_002858,59050.16,18306.63,60,self_employed,120,1343.22,0.3399,0.3234,0,46-55,0
app_002859,52459.08,18364.18,36,salaried,97,407.86,0.2193,0.5694,1,36-45,0
app_002860,42681.5,17493.68,24,salaried,83,331.33,0.3145,0.8923,1,36-45,0
app_002861,32737.56,18459.21,48,salaried,124,362.63,0.2852,0.1477,1,36-45,0
app_002862,108121.98,15023.64,60,self_employed,40,0.0,0.03,0.4328,0,26-35,0
app_002863,24255.76,15198.97,36,unemployed,69,219.25,0.334,0.4093,0,18-25,0
app_002864,54736.42,10002.71,84,contract,78,1128.63,0.2756,0.3889,0,36-45,0
app_002865,34678.58,8647.11,24,salaried,42,521.61,0.3151,0.2714,1,26-35,0
app_002866,46634.34,25523.85,36,salaried,156,792.59,0.401,0.3835,0,36-45,0
app_002867,71566.53,9003.66,24,salaried,64,541.6,0.1588,0.2471,1,36-45,0
app_002868,30596.22,5293.71,60,self_employed,166,0.0,0.0374,0.1891,0,56-65,0
app_002869,50564.75,13250.19,84,unemployed,54,902.77,0.2547,0.2601,0,18-25,0
app_002870,42026.54,19249.03,48,self_employed,49,187.6,0.1772,0.6424,0,36-45,0
app_002871,25521.7,14746.9,36,contract,103,0.0,0.208,0.2011,0,36-45,0
app_002872,72544.43,7964.73,48,contract,0,452.03,0.1044,0.2523,0,18-25,0
app_002873,53699.19,31632.15,60,self_employed,61,381.7,0.2125,0.4209,0,26-35,0
app_002874,28595.3,18754.14,36,unemployed,85,95.3,0.2761,0.7066,2,18-25,1
app_002875,66634.42,32664.18,60,self_employed,0,848.22,0.2586,0.1423,0,26-35,0
app_002876,22987.81,15883.19,36,salaried,57,695.61,0.6119,0.2091,0,26-35,0
app_002877,35742.16,21906.15,36,salaried,82,433.33,0.3661,0.5093,1,36-45,0
app_002878,28679.19,8245.69,84,salaried,65,208.9,0.1318,0.243,2,36-45,0
app_002879,54897.42,5000.0,60,salaried,0,713.82,0.1757,0.2486,0,18-25,0
app_002880,27894.2,16664.42,12,salaried,92,564.05,0.8879,0.3992,0,26-35,0
app_002881,55114.37,7313.86,48,contract,29,0.0,0.0358,0.3225,2,18-25,0
app_002882,50360.03,27474.23,84,salaried,40,455.71,0.1928,0.7425,0,36-45,0
app_002883,29543.32,28442.92,48,salaried,31,431.57,0.4352,0.2924,0,26-35,0
app_002884,99344.08,19667.35,12,salaried,79,1530.25,0.3987,0.4189,0,36-45,0
app_002885,24103.71,9858.53,48,contract,12,206.91,0.2134,0.4277,0,26-35,0
app_002886,16731.4,16218.86,24,salaried,26,25.48,0.5417,0.5086,1,18-25,0
app_002887,58154.27,22746.41,36,salaried,211,820.66,0.3102,0.6426,0,65+,0
app_002888,11134.74,20815.51,24,contract,31,68.66,1.0835,0.2814,1,18-25,0
app_002889,82495.52,9413.29,84,salaried,120,0.0,0.0176,0.1155,0,26-35,0
app_002890,38405.83,5257.21,48,salaried,31,515.53,0.198,0.2352,0,26-35,0
app_002891,16566.84,20460.86,36,unemployed,189,239.93,0.6184,0.4573,1,65+,0
app_002892,21554.6,16126.98,36,salaried,80,230.92,0.3979,0.1916,0,36-45,0
app_002893,14783.27,22997.39,48,salaried,121,391.41,0.7377,0.3659,0,36-45,0
app_002894,44827.88,16124.43,24,unemployed,226,731.76,0.3901,0.2001,1,65+,0
app_002895,17504.22,14822.31,36,salaried,0,237.91,0.4679,0.2601,1,18-25,0
app_002896,47865.44,14658.09,48,salaried,247,1184.48,0.3796,0.0261,0,65+,0
app_002897,30710.1,13494.27,48,salaried,32,854.05,0.4524,0.5006,0,26-35,0
app_002898,27960.55,68874.98,36,salaried,121,553.97,1.1245,0.3274,1,36-45,0
app_002899,48056.87,14179.01,84,salaried,119,421.01,0.1506,0.1133,0,36-45,0
app_002900,51171.15,13423.15,36,salaried,71,820.7,0.2869,0.1121,1,26-35,0
app_002901,68199.44,25193.4,36,salaried,158,1309.0,0.3633,0.2959,1,56-65,0
app_002902,25627.52,21378.75,48,contract,50,0.0,0.2252,0.0714,0,26-35,0
app_002903,35724.96,17191.32,36,unemployed,218,95.57,0.2053,0.6511,0,65+,1
app_002904,25605.7,9751.13,24,unemployed,75,438.98,0.4114,0.6306,0,26-35,0
app_002905,39721.31,7429.6,84,salaried,153,461.17,0.1682,0.7868,0,46-55,0
app_002906,23669.45,15789.3,48,unemployed,225,398.09,0.3819,0.5824,1,65+,0
app_002907,28760.17,14527.07,60,salaried,34,520.54,0.3263,0.1976,1,18-25,0
app_002908,28840.9,12081.31,60,salaried,210,145.61,0.1511,0.3141,1,56-65,0
app_002909,42674.15,26338.0,36,salaried,77,461.17,0.3519,0.4874,0,36-45,0
app_002910,36374.57,28413.93,84,salaried,133,495.47,0.284,0.5244,1,46-55,0
app_002911,47976.47,32569.37,24,contract,43,936.83,0.6009,0.599,0,26-35,0
app_002912,34240.07,8818.98,36,salaried,169,668.98,0.3272,0.8067,2,36-45,1
app_002913,26400.44,30427.06,36,salaried,154,0.0,0.4149,0.2753,1,46-55,0
app_002914,40344.31,5235.65,24,self_employed,126,0.0,0.0701,0.3172,1,36-45,0
app_002915,21928.64,15784.19,60,salaried,73,170.34,0.2487,0.7428,1,26-35,0
app_002916,49664.06,27384.14,24,contract,58,1091.42,0.5615,0.7495,1,26-35,0
app_002917,31038.83,8799.93,36,unemployed,248,243.3,0.1961,0.2591,0,56-65,0
app_002918,40639.09,7309.46,24,salaried,60,1239.52,0.4631,0.5301,1,18-25,0
app_002919,40987.12,15802.09,60,salaried,122,67.77,0.1031,0.2601,0,46-55,0
app_002920,87627.49,43960.87,84,unemployed,195,353.69,0.1258,0.5152,0,65+,0
app_002921,44795.86,45348.8,24,unemployed,30,306.97,0.6289,0.2611,2,18-25,1
app_002922,37807.79,33011.32,24,unemployed,43,168.2,0.5249,0.2409,1,26-35,0
app_002923,24814.81,8967.97,12,salaried,121,131.85,0.4541,0.1997,1,46-55,0
app_002924,56461.36,16357.98,48,contract,0,815.63,0.2516,0.2681,0,18-25,0
app_002925,31300.43,62491.6,48,salaried,24,398.27,0.6917,0.4119,2,36-45,0
app_002926,15693.25,28054.19,60,salaried,191,64.2,0.4352,0.5498,0,46-55,0
app_002927,32620.67,6449.14,60,salaried,80,427.04,0.1998,0.3358,1,36-45,0
app_002928,40348.9,26457.03,36,contract,50,281.89,0.3199,0.3572,0,26-35,0
app_002929,23151.66,10502.3,36,salaried,134,428.86,0.3856,0.3895,1,46-55,0
app_002930,34030.1,13737.27,24,self_employed,116,506.66,0.3967,0.8216,0,36-45,0
app_002931,34915.44,25552.18,36,salaried,83,588.3,0.4656,0.2374,0,26-35,0
app_002932,35215.82,13136.41,60,unemployed,126,457.27,0.2364,0.2903,2,36-45,0
app_002933,71614.51,11960.24,36,salaried,185,816.19,0.1969,0.3304,0,56-65,0
app_002934,17652.69,31203.13,60,unemployed,123,247.91,0.5503,0.3005,0,46-55,0
app_002935,111145.05,25672.64,48,self_employed,133,3837.34,0.4767,0.5037,0,36-45,0
app_002936,35665.55,19955.75,84,salaried,54,293.17,0.185,0.5939,3,26-35,0
app_002937,49966.91,57842.14,48,contract,54,893.18,0.5271,0.5751,2,18-25,0
app_002938,38960.75,18577.52,36,self_employed,13,694.15,0.3855,0.3735,1,26-35,0
app_002939,14054.35,19837.25,84,salaried,63,452.11,0.6038,0.2007,0,18-25,0
app_002940,20310.28,13542.15,60,salaried,177,455.58,0.4132,0.4185,0,65+,0
app_002941,27218.39,9151.35,36,unemployed,16,0.0,0.121,0.0969,2,26-35,0
app_002942,62726.91,6981.39,24,unemployed,93,604.7,0.1758,0.3711,0,46-55,0
app_002943,16960.18,27423.22,60,self_employed,66,0.0,0.3493,0.3838,0,26-35,0
app_002944,22682.4,12513.23,48,salaried,128,351.23,0.3348,0.3785,0,26-35,0
app_002945,39762.04,77133.78,36,salaried,90,581.79,0.8739,0.2643,0,36-45,0
app_002946,47102.01,9615.38,36,salaried,56,464.52,0.1918,0.687,0,26-35,0
app_002947,46327.75,10379.0,48,self_employed,155,690.5,0.2393,0.355,1,46-55,0
app_002948,21137.36,19963.72,24,contract,186,391.57,0.7323,0.6728,2,65+,1
app_002949,15079.7,8833.73,48,salaried,163,119.79,0.2535,0.5256,0,56-65,0
app_002950,48848.69,6673.8,120,contract,49,189.18,0.0612,0.5314,1,26-35,0
app_002951,79875.0,24568.41,84,unemployed,191,617.85,0.1403,0.2231,0,46-55,0
app_002952,30033.96,5000.0,36,salaried,62,496.11,0.2581,0.5693,0,26-35,0
app_002953,19349.51,18440.35,36,salaried,190,241.14,0.4926,0.315,1,56-65,0
app_002954,28668.83,18675.2,84,salaried,74,563.25,0.3363,0.341,0,36-45,0
app_002955,45104.37,28594.83,48,salaried,25,68.3,0.1893,0.3479,0,26-35,0
app_002956,31945.01,21824.31,36,salaried,79,633.38,0.4839,0.3496,0,26-35,0
app_002957,78743.93,87082.22,36,salaried,31,1818.89,0.6753,0.4784,0,18-25,0
app_002958,60399.37,13048.92,12,salaried,90,1725.63,0.5762,0.4306,0,26-35,0
app_002959,40190.5,7370.68,84,contract,141,601.36,0.2078,0.4523,0,56-65,0
app_002960,12395.92,85354.43,24,salaried,129,170.64,3.0,0.3774,2,46-55,1
app_002961,24816.28,17371.31,36,unemployed,165,470.21,0.4794,0.8751,0,65+,0
app_002962,26865.22,9670.08,36,salaried,9,327.32,0.2758,0.3072,0,18-25,0
app_002963,24085.4,6323.58,60,self_employed,52,134.34,0.1236,0.7196,0,36-45,0
app_002964,40334.07,13524.89,12,self_employed,51,17.13,0.3672,0.5406,0,26-35,0
app_002965,40794.12,10226.54,24,contract,135,257.93,0.2112,0.1489,1,36-45,0
app_002966,14461.7,10281.45,84,salaried,34,355.15,0.4044,0.1542,1,26-35,0
app_002967,56530.12,5000.0,36,self_employed,33,853.1,0.2129,0.2421,0,26-35,0
app_002968,36638.98,13078.01,24,contract,90,28.56,0.2021,0.303,0,36-45,0
app_002969,44209.84,21119.18,48,salaried,54,573.47,0.2846,0.3414,0,26-35,0
app_002970,54701.94,8935.71,36,salaried,119,914.49,0.2594,0.2347,0,36-45,0
app_002971,23817.28,12573.44,60,salaried,93,485.3,0.3585,0.6267,1,46-55,0
app_002972,72576.62,12200.39,84,unemployed,0,435.0,0.0979,0.3954,0,26-35,0
app_002973,33591.0,17233.58,84,salaried,169,389.52,0.2183,0.1688,0,56-65,0
app_002974,83441.49,44566.15,60,salaried,146,0.0,0.1154,0.3123,0,36-45,0
app_002975,22210.87,18517.46,84,unemployed,126,372.78,0.33,0.3252,0,46-55,0
app_002976,80100.36,8151.59,84,salaried,143,0.0,0.0157,0.3134,2,46-55,0
app_002977,22088.42,15148.52,36,salaried,129,223.44,0.3683,0.7801,1,46-55,1
app_002978,147536.33,20222.94,48,salaried,154,1124.14,0.1284,0.3153,0,46-55,0
app_002979,21514.69,7830.72,36,salaried,159,574.9,0.4517,0.5303,0,56-65,1
app_002980,64933.74,9419.41,36,salaried,93,1530.04,0.335,0.1673,0,36-45,0
app_002981,29752.94,9319.08,36,salaried,109,136.07,0.1676,0.3593,0,26-35,0
app_002982,53812.57,14581.12,48,contract,58,541.33,0.1939,0.0591,0,18-25,0
app_002983,35515.03,13023.21,36,self_employed,75,0.0,0.132,0.2046,0,36-45,0
app_002984,19926.85,5938.14,36,salaried,4,87.08,0.1597,0.1819,0,18-25,0
app_002985,8000.0,11512.13,36,salaried,42,29.07,0.5617,0.6374,1,26-35,0
app_002986,144230.91,15973.11,60,unemployed,0,2196.51,0.2067,0.5731,1,18-25,1
app_002987,37803.74,31059.02,60,salaried,79,662.65,0.3878,0.1708,1,36-45,0
app_002988,8000.0,7367.05,36,unemployed,56,28.23,0.3739,0.6027,0,26-35,0
app_002989,42891.75,9398.82,84,unemployed,72,1002.43,0.3143,0.2401,1,36-45,0
app_002990,53064.99,8247.71,24,salaried,147,1514.79,0.4265,0.5004,1,46-55,1
app_002991,24506.79,6099.7,36,self_employed,117,170.28,0.173,0.5584,2,56-65,0
app_002992,24597.62,5000.0,24,contract,24,153.97,0.1849,0.1549,1,26-35,0
app_002993,35921.35,21286.95,48,self_employed,115,725.67,0.4024,0.5081,0,36-45,0
app_002994,70363.28,17499.0,84,self_employed,153,778.46,0.1711,0.5552,0,36-45,0
app_002995,38367.96,20872.22,24,salaried,103,473.78,0.4419,0.3922,0,36-45,0
app_002996,81208.4,19090.66,48,contract,106,1117.54,0.2286,0.1748,2,46-55,0
app_002997,67654.59,12490.0,60,salaried,26,1102.33,0.2354,0.3062,1,26-35,0
app_002998,32021.68,11061.84,48,unemployed,192,1064.72,0.4923,0.5013,0,65+,0
app_002999,15309.24,30741.14,84,unemployed,61,143.98,0.4227,0.4095,1,18-25,1
app_003000,32058.93,23927.61,48,salaried,183,525.75,0.3983,0.5341,0,56-65,0
app_003001,48511.94,15072.19,36,salaried,58,78.38,0.1312,0.7109,3,36-45,0
app_003002,37531.71,8935.58,24,self_employed,70,0.0,0.1286,0.21,0,26-35,0
app_003003,51479.23,17215.59,48,unemployed,175,1114.04,0.35,0.2495,0,46-55,0
app_003004,58388.89,18288.69,24,self_employed,59,478.19,0.2674,0.2964,0,18-25,0
app_003005,48628.85,11180.02,60,self_employed,171,867.79,0.2638,0.2438,0,46-55,0
app_003006,31212.36,18806.73,60,salaried,120,522.02,0.3308,0.6658,1,36-45,0
app_003007,48336.19,23043.49,36,salaried,0,905.93,0.3965,0.3712,0,18-25,0
app_003008,124183.59,21156.98,48,salaried,0,1034.57,0.146,0.2601,2,18-25,0
app_003009,16003.56,28915.95,60,salaried,184,279.54,0.5999,0.495,2,46-55,0
app_003010,47477.35,27193.36,48,salaried,49,1259.23,0.4729,0.4086,0,26-35,0
app_003011,99469.05,30310.88,36,salaried,111,1375.42,0.2756,0.6424,2,56-65,0
app_003012,19033.87,11814.07,60,salaried,150,407.84,0.3912,0.5869,0,46-55,0
app_003013,62982.05,26055.68,84,salaried,163,588.79,0.176,0.0818,0,46-55,0
app_003014,67784.88,21769.11,48,contract,57,720.17,0.2142,0.3184,1,26-35,0
app_003015,16118.69,26546.38,24,salaried,148,377.61,1.1705,0.6271,0,46-55,0
app_003016,53733.88,17528.09,48,unemployed,179,443.79,0.1872,0.3071,0,65+,0
app_003017,31281.32,21826.27,120,contract,10,278.91,0.1823,0.4386,1,18-25,1
app_003018,35128.04,8846.73,60,contract,5,290.48,0.1536,0.359,0,26-35,0
app_003019,30371.95,21611.73,60,self_employed,27,153.88,0.2145,0.6921,0,26-35,0
app_003020,74755.57,33850.44,48,salaried,103,1289.49,0.3293,0.4402,0,26-35,0
app_003021,34143.7,43917.06,36,salaried,32,395.02,0.6019,0.1909,0,46-55,0
app_003022,28146.48,15146.77,36,salaried,84,434.42,0.3789,0.4395,0,36-45,0
app_003023,28409.91,47657.67,36,self_employed,79,140.81,0.6634,0.2077,1,36-45,0
app_003024,30105.27,14787.7,12,salaried,77,233.09,0.6234,0.0313,1,26-35,0
app_003025,20055.43,24760.83,84,salaried,0,360.5,0.4062,0.4644,1,26-35,0
app_003026,28010.26,16946.9,36,salaried,37,225.34,0.3143,0.5301,0,26-35,0
app_003027,38743.5,34956.3,48,salaried,150,704.26,0.4617,0.1891,1,56-65,0
app_003028,45361.08,18441.64,60,salaried,108,527.31,0.2273,0.5766,0,36-45,0
app_003029,70419.22,11382.78,36,salaried,59,1066.57,0.2399,0.2522,0,26-35,0
app_003030,41462.24,30443.98,84,salaried,82,1291.86,0.4872,0.4976,1,46-55,1
app_003031,27974.3,12120.25,12,contract,13,545.32,0.7018,0.143,1,18-25,1
app_003032,20825.39,19693.53,60,salaried,36,500.4,0.4926,0.4376,0,26-35,0
app_003033,42700.58,5910.68,48,salaried,73,182.09,0.0885,0.3783,1,26-35,0
app_003034,34045.26,26807.11,36,unemployed,196,549.35,0.4771,0.5908,0,65+,0
app_003035,34669.84,5293.37,36,salaried,184,870.92,0.3564,0.0584,0,46-55,0
app_003036,41956.61,12088.71,24,salaried,76,726.63,0.3634,0.5784,1,36-45,0
app_003037,48323.05,7190.73,12,contract,6,547.11,0.2966,0.0732,1,18-25,0
app_003038,42123.22,8333.16,60,salaried,44,463.52,0.1748,0.1587,0,26-35,0
app_003039,33064.49,15974.12,12,salaried,90,181.95,0.5878,0.6426,0,36-45,0
app_003040,23370.74,10906.24,120,salaried,85,228.46,0.1677,0.5027,1,26-35,0
app_003041,25925.14,25402.77,36,unemployed,154,187.06,0.4393,0.1037,2,56-65,0
app_003042,57904.07,14075.98,120,salaried,120,388.8,0.1068,0.0983,0,46-55,0
app_003043,28768.25,18047.31,84,salaried,106,498.87,0.3049,0.4144,0,36-45,0
app_003044,17321.03,9995.65,36,salaried,103,157.59,0.3169,0.2989,1,46-55,0
app_003045,68717.97,25561.36,48,unemployed,222,1190.75,0.3084,0.3009,0,65+,0
app_003046,21626.87,18206.66,36,salaried,84,285.16,0.4613,0.2981,0,36-45,0
app_003047,37026.38,22375.23,36,self_employed,104,1113.95,0.5786,0.553,1,46-55,0
app_003048,47578.66,25746.76,120,salaried,112,516.61,0.1887,0.1828,1,56-65,0
app_003049,36379.84,27411.2,84,salaried,26,642.32,0.3281,0.6217,2,26-35,0
app_003050,9293.07,20936.39,36,contract,161,65.39,0.8955,0.4869,1,56-65,0
app_003051,45015.78,18113.39,36,self_employed,21,434.33,0.2606,0.2968,2,18-25,0
app_003052,75324.05,31655.03,60,salaried,123,899.34,0.2341,0.1898,1,46-55,0
app_003053,55971.21,17994.52,24,contract,87,808.48,0.3469,0.3736,1,46-55,1
